date,fips,mmwr_week,recip_county,recip_state,series_complete_pop_pct,series_complete_yes,series_complete_12plus,series_complete_12plus_pop_pct,series_complete_18plus,series_complete_18plus_pop_pct,series_complete_65plus,series_complete_65plus_pop_pct,completeness_pct,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_12plus,administered_dose1_recip_12plus_pop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18plus_pop_pct,administered_dose1_recip_65plus,administered_dose1_recip_65plus_pop_pct,svi_ctgy,series_complete_pop_pct_svi,series_complete_12plus_pop_pct_svi,series_complete_18plus_pop_pct_svi,series_complete_65plus_pop_pct_svi
07/04/2021,17071,27,Henderson County,IL,35.1,2330,2329,39.9,2306,42.4,1119,66.3,97.6,2726,41,2723,46.7,2691,49.5,1298,76.9,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,26011,27,Arenac County,MI,41.9,6241,6241,47.4,6149,50.4,2888,75.2,94.1,6651,44.7,6651,50.5,6619,54.3,3004,78.2,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,53039,27,Klickitat County,WA,39.5,8860,8860,45.1,8565,47.2,3775,68.6,96.1,9667,43.1,9666,49.2,9269,51.1,3952,71.9,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,37005,27,Alleghany County,NC,42.9,4777,4775,48.2,4721,51,2205,70.8,96.3,5688,51.1,5684,57.3,5589,60.4,2548,81.8,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,08057,27,Jackson County,CO,21.6,301,301,24.5,297,25.6,95,29.3,75.8,NA,0,NA,0,NA,0,NA,0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
07/04/2021,28105,27,Oktibbeha County,MS,36.4,18065,18064,41.4,17697,43.3,4653,78.2,98.3,NA,0,NA,0,NA,0,4778,80.3,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,21199,27,Pulaski County,KY,33.9,21998,21998,39.5,21447,42.5,8297,67.3,93.4,25451,39.2,25449,45.8,24615,48.7,9258,75.1,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,27021,27,Cass County,MN,40.2,11963,11950,46.4,11583,49.1,5775,73.2,95,13634,45.8,13612,52.8,13139,55.7,6255,79.3,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,37055,27,Dare County,NC,57.8,21409,21394,65.3,20756,69,8443,99.9,96.3,24019,64.9,23997,73.3,23178,77,8875,99.9,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,16015,27,Boise County,ID,24.7,1934,NA,NA,1934,29.5,982,47.7,97.8,2174,27.8,NA,NA,2173,33.2,1058,51.4,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI
07/04/2021,16043,27,Fremont County,ID,30.9,4054,NA,NA,4054,41.1,1574,68.9,97.8,4421,33.8,NA,NA,4421,44.8,1657,72.5,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,21019,27,Boyd County,KY,32.3,15087,15086,37.5,14685,39.9,4739,50.8,93.4,19107,40.9,19106,47.4,18519,50.4,6452,69.1,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,20155,27,Reno County,KS,37.3,23140,23140,43.4,22671,47,9194,73.2,93.2,24991,40.3,24990,46.9,24328,50.5,9616,76.5,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,21073,27,Franklin County,KY,59.7,30437,30437,69.1,29266,72.4,9710,99.9,93.4,32983,64.7,32982,74.9,31421,77.8,10094,99.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,19129,27,Mills County,IA,42.6,6439,6439,50,6157,53,2253,78.9,97.5,6939,45.9,6939,53.8,6596,56.8,2348,82.2,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,06013,27,Contra Costa County,CA,61.5,709513,707202,71.5,659012,73.6,162442,86.5,97.3,764824,66.3,761599,77.1,707242,79,175725,93.6,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,19171,27,Tama County,IA,49.2,8299,8299,58.4,7995,62.4,2910,86.7,97.5,8813,52.3,8813,62,8422,65.8,2978,88.7,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,51193,27,Westmoreland County,VA,12.6,2268,2268,14.4,2238,15.4,1010,21.9,51.2,2527,14,2527,16.1,2475,17,1068,23.1,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
07/04/2021,21183,27,Ohio County,KY,28.1,6745,6745,33.2,6641,36.6,2687,61.9,93.4,7522,31.3,7522,37.1,7360,40.5,2934,67.6,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,05091,27,Miller County,AR,8.5,3678,3678,10.1,3658,11,1698,22.8,89.1,4445,10.3,4440,12.2,4398,13.3,1953,26.2,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
07/04/2021,41009,27,Columbia County,OR,46.1,24141,24117,53.2,23208,56,8265,82.3,97.7,26770,51.1,26725,58.9,25542,61.6,8696,86.6,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,47037,27,Davidson County,TN,46.6,323745,323733,54.5,313757,56.9,68256,78.4,97.8,359043,51.7,359012,60.5,345494,62.7,73534,84.5,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,18157,27,Tippecanoe County,IN,46.8,91649,91647,54.3,88318,56.8,18870,81.1,98.6,96169,49.1,96168,57,92117,59.3,19288,82.9,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,38009,27,Bottineau County,ND,39.7,2494,2490,46,2442,49.4,1189,77.2,95.2,2724,43.4,2717,50.2,2629,53.2,1258,81.6,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
07/04/2021,39069,27,Henry County,OH,39.8,10752,10752,46.8,10511,50.6,4260,82.4,97.6,11303,41.9,11303,49.2,10938,52.7,4263,82.5,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,38037,27,Grant County,ND,14.5,330,330,16.9,328,18.1,201,28.9,95.2,397,17.5,397,20.4,395,21.8,223,32,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
07/04/2021,22109,27,Terrebonne Parish,LA,28.8,31857,31857,34.6,31379,37.9,12050,73,95.9,35202,31.9,35201,38.2,34478,41.7,12652,76.7,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,High VC/High SVI
07/04/2021,29133,27,Mississippi County,MO,30.7,4046,4046,35.5,4016,38.5,1493,62.4,90.6,4623,35.1,4623,40.5,4582,43.9,1742,72.8,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,29147,27,Nodaway County,MO,35.6,7862,7862,39.6,7739,41.5,2802,81.1,90.6,8497,38.5,8497,42.8,8317,44.6,2883,83.4,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
07/04/2021,06021,27,Glenn County,CA,37.1,10533,10525,45,10135,48.6,3398,75.9,97.3,12027,42.4,12002,51.3,11512,55.3,3840,85.8,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
07/04/2021,22125,27,West Feliciana Parish,LA,64.7,10078,10078,72.6,9969,76.6,2985,99.9,95.9,11173,71.8,11172,80.4,11018,84.7,3165,99.9,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,04009,27,Graham County,AZ,43.9,17032,17031,53.3,16712,58.7,4823,88.7,97.5,18973,48.9,18970,59.4,18452,64.8,5190,95.4,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
07/04/2021,51045,27,Craig County,VA,1.5,78,77,1.7,75,1.8,48,3.9,51.2,124,2.4,123,2.7,121,2.9,74,6,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
07/04/2021,48403,27,Sabine County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,Mod-High,NA,NA,NA,NA
07/04/2021,55077,27,Marquette County,WI,42.4,6607,6607,48.5,6441,51.2,3046,78,97.1,6926,44.5,6925,50.8,6720,53.4,3125,80,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,29177,27,Ray County,MO,27.9,6424,6424,32.6,6296,35.3,2393,55.1,90.6,7068,30.7,7068,35.9,6882,38.6,2554,58.8,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,48123,27,DeWitt County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,High,NA,NA,NA,NA
07/04/2021,08097,27,Pitkin County,CO,41,7285,7261,44.9,6821,45,752,20.9,75.8,9083,51.1,NA,0,NA,0,NA,0,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Low VC/Low SVI
07/04/2021,13307,27,Webster County,GA,11.4,296,296,12.7,291,13.7,106,17.1,53.2,297,11.4,297,12.8,292,13.7,112,18.1,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
07/04/2021,12077,27,Liberty County,FL,23.6,1974,1974,26.5,1962,28.4,792,63.1,98.7,2293,27.4,2293,30.7,2272,32.9,855,68.1,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
07/04/2021,19011,27,Benton County,IA,45.8,11741,11741,53.8,11392,57.8,3844,78.7,97.5,12411,48.4,12411,56.9,11960,60.7,3921,80.3,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,17107,27,Logan County,IL,36.3,10383,10369,41.4,10024,43.4,3921,73.6,97.6,12684,44.3,12659,50.6,12197,52.8,4711,88.4,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
07/04/2021,29029,27,Camden County,MO,29.9,13863,13863,33.7,13713,35.9,6779,50.7,90.6,16790,36.3,16790,40.8,16520,43.2,8463,63.2,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,53055,27,San Juan County,WA,69.9,12290,12290,75.8,11748,76.5,5004,80.9,96.1,13007,74,13007,80.2,12384,80.7,5033,81.4,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,72065,27,Hatillo Municipio,PR,50.9,19946,19945,57,18852,58.6,5153,77.3,96,21967,56,21961,62.8,20617,64.1,5627,84.4,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,26075,27,Jackson County,MI,40.9,64865,64865,47.5,62642,50.2,22361,77.2,94.1,66829,42.2,66827,49,65408,52.5,23089,79.7,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,18025,27,Crawford County,IN,28.9,3056,3056,33.6,2992,36.1,1288,60.6,98.6,3241,30.6,3241,35.6,3163,38.2,1327,62.5,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,55073,27,Marathon County,WI,45.7,62028,62028,53.6,59434,56.6,20367,82.5,97.1,66431,49,66429,57.4,63246,60.3,21170,85.8,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,21095,27,Harlan County,KY,31.4,8160,8160,37.1,8035,40.1,3060,61.2,93.4,8977,34.5,8977,40.9,8802,43.9,3241,64.8,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
07/04/2021,26153,27,Schoolcraft County,MI,41.7,3373,3373,46.8,3263,48.7,1321,59.3,94.1,3807,47,3807,52.9,3759,56.1,1637,73.4,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,21137,27,Lincoln County,KY,29.6,7270,7270,35.1,7106,37.9,2910,63,93.4,7985,32.5,7985,38.6,7746,41.3,3035,65.7,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,13309,27,Wheeler County,GA,4.4,347,347,5,345,5.3,116,10,53.2,362,4.6,362,5.2,356,5.5,116,10,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
07/04/2021,39097,27,Madison County,OH,39.4,17627,17627,45.3,17057,47.8,5359,75.5,97.6,18046,40.3,18045,46.3,17260,48.4,5509,77.6,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,45059,27,Laurens County,SC,27.4,18482,18474,32,18148,34.4,8018,63.2,93.5,20330,30.1,20307,35.2,19862,37.7,8535,67.2,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,05045,27,Faulkner County,AR,32.6,41098,41043,38.3,39581,40.7,11709,72.3,89.1,47420,37.6,47308,44.1,45186,46.5,12663,78.2,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,13241,27,Rabun County,GA,20.4,3496,3496,22.8,3412,23.9,1758,36.5,53.2,3741,21.8,3741,24.3,3621,25.3,1791,37.2,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
07/04/2021,51163,27,Rockbridge County,VA,12.7,2873,2871,14.2,2799,15,1241,20.5,51.2,3246,14.4,3243,16.1,3138,16.8,1356,22.4,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
07/04/2021,12073,27,Leon County,FL,41.2,120844,120842,47,116450,48.7,34202,83.9,98.7,138063,47,138044,53.7,132326,55.4,38060,93.3,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,05009,27,Boone County,AR,23.9,8952,8949,28.1,8751,30.3,4190,53.4,89.1,10807,28.9,10796,33.9,10497,36.3,4826,61.5,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,42045,27,Delaware County,PA,55.1,312112,312061,64.4,293946,66.5,82736,87.1,93.6,377286,66.6,377186,77.8,352842,79.8,96188,99.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,37015,27,Bertie County,NC,33.2,6282,6280,37.3,6196,39.6,2654,59.3,96.3,8343,44,8340,49.5,8207,52.5,3403,76,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,29119,27,McDonald County,MO,17.6,4022,4022,21.2,3895,22.9,1433,40.2,90.6,4786,21,4785,25.2,4619,27.2,1561,43.8,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
07/04/2021,18081,27,Johnson County,IN,45.4,71863,71862,54.1,68903,57.7,20522,87.4,98.6,77636,49.1,77632,58.5,73863,61.9,20971,89.3,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,17055,27,Franklin County,IL,28.5,10971,10964,33.3,10757,35.9,4942,61.6,97.6,14233,37,14215,43.1,13867,46.2,6285,78.3,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,50023,27,Washington County,VT,38.6,22558,22557,43.8,21131,44.4,6474,55,73.8,25410,43.5,25402,49.3,23769,49.9,6829,58,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,06041,27,Marin County,CA,71.6,185377,184541,81.1,170122,82,50703,85.4,97.3,203300,78.5,202192,88.9,186230,89.8,54971,92.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,12109,27,St. Johns County,FL,51.4,135948,135945,59.4,130355,62.8,49433,90.4,98.7,148060,55.9,148042,64.7,141055,68,52373,95.8,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,45053,27,Jasper County,SC,24.2,7280,7274,27.9,7144,29.6,2713,44.8,93.5,8737,29.1,8725,33.5,8519,35.3,3060,50.6,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
07/04/2021,18065,27,Henry County,IN,40.9,19618,19618,46.9,19183,50.2,7401,79.9,98.6,20661,43.1,20661,49.3,20121,52.6,7588,81.9,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,36011,27,Cayuga County,NY,47.2,36125,36124,53.9,34419,55.8,11238,74,97.4,38200,49.9,38195,57,36232,58.7,11700,77,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,54053,27,Mason County,WV,22.1,5867,5866,25.5,5704,27.1,2447,42.7,57,7296,27.5,7294,31.8,7036,33.5,2886,50.3,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
07/04/2021,31105,27,Kimball County,NE,27.3,992,992,31.8,976,34.1,506,55.9,88.8,NA,0,NA,0,NA,0,NA,0,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,33019,27,Sullivan County,NH,52.5,22651,22632,59.4,21862,62.2,7926,83.2,93.9,25038,58,25013,65.7,23988,68.3,8541,89.6,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,18055,27,Greene County,IN,31.4,10016,10016,36.3,9770,39,3949,62.4,98.6,10542,33,10542,38.2,10238,40.9,4045,63.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,47017,27,Carroll County,TN,32.2,8954,8954,37.6,8868,40.7,4233,73.8,97.8,10226,36.8,10226,42.9,10093,46.3,4641,81,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,54083,27,Randolph County,WV,27,7750,7746,30.8,7455,32,3168,49.7,57,8804,30.7,8798,35,8431,36.2,3509,55,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
07/04/2021,37147,27,Pitt County,NC,37.9,68528,68460,44,66158,46.4,19166,76.5,96.3,77202,42.7,77097,49.6,74166,52.1,20347,81.2,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
07/04/2021,40105,27,Nowata County,OK,26.9,2714,2714,31.6,2676,34.2,1158,58.1,93.5,3394,33.7,3394,39.6,3339,42.7,1382,69.3,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,48287,27,Lee County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,Mod-High,NA,NA,NA,NA
07/04/2021,48093,27,Comanche County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,Mod-High,NA,NA,NA,NA
07/04/2021,12107,27,Putnam County,FL,26.1,19431,19430,30.3,19120,32.5,9778,55.3,98.7,23709,31.8,23695,37,23257,39.6,11797,66.7,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
07/04/2021,01057,27,Fayette County,AL,23.2,3790,3789,27,3766,29.3,1865,52.6,91.8,4431,27.2,4429,31.6,4380,34,2120,59.8,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,47041,27,DeKalb County,TN,28.2,5776,5776,32.8,5701,35.4,2477,64.3,97.8,6500,31.7,6496,36.9,6391,39.7,2692,69.8,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,23019,27,Penobscot County,ME,55.1,83761,83758,62.2,80014,64.1,24832,85.3,96.3,89135,58.6,89129,66.1,84885,68,25792,88.6,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
07/04/2021,45085,27,Sumter County,SC,31.2,33273,33251,37.1,32803,40.3,12432,69.1,93.5,42002,39.4,41949,46.8,41029,50.4,14912,82.9,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
07/04/2021,18057,27,Hamilton County,IN,57.4,194129,194121,69.2,180429,72.7,40544,93.6,98.6,204973,60.6,204946,73.1,188559,76,41282,95.3,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,12086,27,Miami-Dade County,FL,56.8,1542338,1541786,65.6,1493953,68.9,368580,81.4,98.7,1864122,68.6,1863063,79.3,1786998,82.5,439282,97.1,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
07/04/2021,08014,27,Broomfield County,CO,48.9,34458,34290,56.4,31022,56.5,4636,46,75.8,NA,0,NA,0,NA,0,NA,0,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,Low-Mod VC/Low SVI
07/04/2021,25019,27,Nantucket County,MA,1.1,120,120,1.2,117,1.3,44,2.6,89.3,158,1.4,158,1.6,154,1.7,52,3.1,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
07/04/2021,39063,27,Hancock County,OH,39,29555,29555,45.6,28595,48.4,10058,75.1,97.6,29668,39.1,NA,0,NA,0,NA,0,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
07/04/2021,19075,27,Grundy County,IA,49.5,6052,6052,57.9,5925,62.6,2265,87.3,97.5,6375,52.1,6375,61,6154,65.1,2327,89.7,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,26085,27,Lake County,MI,47.9,5679,5679,53.8,5615,56.7,2110,59.6,94.1,5876,49.6,5875,55.7,5843,59,2207,62.4,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,Mod-High VC/High SVI
07/04/2021,48209,27,Hays County,TX,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,Low-Mod,NA,NA,NA,NA
07/04/2021,26151,27,Sanilac County,MI,34.9,14381,14380,40.4,14101,43.6,6101,67.1,94.1,15060,36.6,15057,42.3,14912,46.1,6401,70.4,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,30059,27,Meagher County,MT,41.5,773,773,47.2,767,50.7,350,59.4,95.5,811,43.6,811,49.5,799,52.8,361,61.3,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,Mod-High VC/Low SVI
07/04/2021,01001,27,Autauga County,AL,24.9,13921,13921,29.3,13613,31.7,4857,54.4,91.8,18069,32.3,18068,38,17504,40.8,6052,67.8,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
07/04/2021,40137,27,Stephens County,OK,33.8,14584,14584,39.6,14351,43.2,6341,72.4,93.5,17120,39.7,17118,46.5,16769,50.5,7289,83.2,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
07/04/2021,18059,27,Hancock County,IN,54,42184,42182,63.4,40132,67,11761,91.3,98.6,44339,56.7,44333,66.7,41819,69.8,11959,92.9,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
07/04/2021,72101,27,Morovis Municipio,PR,47.6,14452,14449,53.4,13390,53.8,3285,63.7,96,16701,55.1,16693,61.7,15418,61.9,3733,72.4,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
07/04/2021,37197,27,Yadkin County,NC,34.3,12917,12911,39.5,12623,42.3,5312,68.9,96.3,14119,37.5,14109,43.2,13712,45.9,5506,71.4,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
