day,bikes_hired,yday,temp,dewp,slp,stp,visib,wdsp,mxspd,gust,max_temp,min_temp,prcp,prcp_attributes,i_fog,i_rain_drizzle,i_snow_ice,i_hail,i_thunder,ea,es,rh
2015-04-14T00:00:00Z,34830,104,13.9,7.4,NA,NA,9.3,4.5,8.2,NA,22.2,5.7,0,G,1,0,0,0,0,1,1.6,64.9
2015-04-15T00:00:00Z,37709,105,16.6,6.2,NA,NA,NA,3,6.2,NA,24.6,8.7,0.3,G,0,0,0,0,0,0.9,1.9,50.2
2015-04-16T00:00:00Z,30656,106,11.9,5.2,NA,NA,12.1,4.3,7.2,NA,17.7,8,0,G,1,0,0,0,0,0.9,1.4,63.5
2015-04-17T00:00:00Z,30001,107,10.8,2.6,NA,NA,12.2,5.2,7.2,NA,15.6,7,0,G,1,0,0,0,0,0.7,1.3,56.9
2015-04-18T00:00:00Z,29846,108,9.6,1.9,NA,NA,11.4,5.7,8.8,12.9,15.1,5,0,G,0,0,0,0,0,0.7,1.2,58.7
2015-04-19T00:00:00Z,19906,109,8.2,2.3,NA,NA,10.6,3.1,4.6,NA,11.9,4.8,0,G,0,0,0,0,0,0.7,1.1,66.4
2015-04-20T00:00:00Z,32163,110,11,3.4,NA,NA,NA,3.4,6.2,NA,18.8,3.7,0,G,0,0,0,0,0,0.8,1.3,59.5
2015-04-21T00:00:00Z,35103,111,11.8,2.9,NA,NA,NA,3.4,6.2,NA,19.1,4.6,0,G,0,0,0,0,0,0.8,1.4,54.4
2015-04-22T00:00:00Z,32559,112,10.7,4.6,NA,NA,11.1,4.2,7.2,NA,16.5,5.3,0,G,0,0,0,0,0,0.8,1.3,66
2015-04-23T00:00:00Z,32935,113,11.1,5.1,NA,NA,9.7,2.5,4.1,NA,18,6.1,0,G,0,0,0,0,0,0.9,1.3,66.5
2015-04-24T00:00:00Z,32332,114,12.1,7.5,NA,NA,7.7,4.3,7.2,11.3,18.3,6,0,H,1,0,0,0,0,1,1.4,73.5
2015-04-25T00:00:00Z,25441,115,13.5,9.5,NA,NA,10.1,4.9,7.7,11.8,18.6,11,1.5,G,1,0,0,0,0,1.2,1.5,76.8
2015-04-26T00:00:00Z,19565,116,9.3,5.6,NA,NA,9.7,2.8,4.6,NA,11.3,6,5.3,G,1,0,0,0,0,0.9,1.2,77.7
2015-04-27T00:00:00Z,30735,117,8.4,-0.5,NA,NA,13.7,3.1,6.7,NA,13.4,3,0,G,1,0,0,0,0,0.6,1.1,53.5
2015-04-28T00:00:00Z,32024,118,8.6,0,NA,NA,15.9,5.8,8.2,NA,15.7,3.1,0,G,0,0,0,0,0,0.6,1.1,54.8
2015-04-29T00:00:00Z,26197,119,9.2,3.4,NA,NA,11.1,5.5,8.2,12.9,14.1,6,2,F,1,0,0,0,0,0.8,1.2,67.1
2015-04-30T00:00:00Z,31854,120,9.8,1.9,NA,NA,12.9,4.4,7.7,13.4,15.9,4,0,F,0,0,0,0,0,0.7,1.2,57.9
2015-05-01T00:00:00Z,29822,121,8.9,2.1,NA,NA,10,4.5,6.7,NA,13.6,5.9,0,G,0,0,0,0,0,0.7,1.1,62.4
2015-05-02T00:00:00Z,22474,122,9.9,4.9,NA,NA,10.5,4.8,7.2,NA,15.7,5,0,G,1,0,0,0,0,0.9,1.2,71.1
2015-05-03T00:00:00Z,21375,123,14.3,10.9,NA,NA,8.2,6.4,10.3,14.4,20.3,9.4,1.8,G,1,0,0,0,0,1.3,1.6,80
2015-05-04T00:00:00Z,26933,124,13.9,8.2,NA,NA,9.8,4.9,7.7,11.8,19,11,1.5,G,1,0,0,0,0,1.1,1.6,68.5
2015-05-05T00:00:00Z,26633,125,13.9,8.6,NA,NA,9.7,8.8,14.4,20.1,16.4,11,7.1,G,1,0,0,0,0,1.1,1.6,70.4
2015-05-06T00:00:00Z,24556,126,11.7,7.1,NA,NA,10.5,8.9,12.9,18.5,14.8,8,2.5,G,1,0,0,0,0,1,1.4,73.4
2015-05-07T00:00:00Z,31283,127,12.4,5.5,NA,NA,10.8,4.9,7.7,NA,17.5,8.5,4.3,G,1,0,0,0,0,0.9,1.4,62.8
2015-05-08T00:00:00Z,27029,128,12.4,7.6,NA,NA,10.9,3.5,7.2,NA,17,7.9,0,G,1,0,0,0,0,1,1.4,72.5
2015-05-09T00:00:00Z,27995,129,13.7,6.3,NA,NA,10.8,7.2,10.8,NA,19.3,9,0.3,G,1,0,0,0,0,1,1.6,60.9
2015-05-10T00:00:00Z,32399,130,14,8.6,NA,NA,10.6,4.3,6.7,10.8,19.4,8,0,G,0,0,0,0,0,1.1,1.6,69.9
2015-05-11T00:00:00Z,33872,131,15.7,9.8,NA,NA,11.4,4.9,7.2,NA,21.6,11,0,G,0,0,0,0,0,1.2,1.8,68
2015-05-12T00:00:00Z,33930,132,13.4,4.6,NA,NA,12.9,6,10.3,14.4,18.2,8,0,G,1,0,0,0,0,0.8,1.5,55.2
2015-05-13T00:00:00Z,36877,133,13.3,3.6,NA,NA,10,2.7,5.7,NA,20.1,5,0.3,G,0,0,0,0,0,0.8,1.5,51.8
2015-05-14T00:00:00Z,15657,134,9.3,7.3,NA,NA,9.3,4.8,7.7,NA,10.7,8,0,G,1,0,0,0,0,1,1.2,87.3
2015-05-15T00:00:00Z,32522,135,11.1,6.5,NA,NA,9.7,3.6,6.2,NA,15.6,7.7,0,H,1,0,0,0,0,1,1.3,73.3
2015-05-16T00:00:00Z,32720,136,14.7,6.2,NA,NA,10.6,4.5,6.7,11.3,18.8,9,0,G,1,0,0,0,0,0.9,1.7,56.7
2015-05-17T00:00:00Z,31506,137,12.2,5.2,NA,NA,11.1,4.7,7.7,NA,17.7,6.4,0,G,0,0,0,0,0,0.9,1.4,62.3
2015-05-18T00:00:00Z,24385,138,11.6,6.2,NA,NA,10.8,7.1,13.9,19.6,15.8,8,1,E,1,0,0,0,0,0.9,1.4,69.5
2015-05-19T00:00:00Z,28408,139,9.7,4.4,NA,NA,10.9,6.3,9.3,12.9,14.7,6,2,F,1,0,0,0,0,0.8,1.2,69.6
2015-05-20T00:00:00Z,30650,140,10.6,3.9,NA,NA,12.1,3.9,6.7,NA,16,4,0.3,F,1,0,0,0,0,0.8,1.3,63.2
2015-05-21T00:00:00Z,34922,141,13.3,4.2,NA,NA,14,4.1,6.7,NA,20.4,5.3,0,G,0,0,0,0,0,0.8,1.5,54.1
2015-05-22T00:00:00Z,33624,142,14.3,9.6,NA,NA,11.1,3.2,4.6,NA,19.6,7.4,0,G,1,0,0,0,0,1.2,1.6,73.4
2015-05-23T00:00:00Z,23989,143,14.6,8.8,NA,NA,11.1,3.3,5.7,NA,17.7,12,0,G,1,0,0,0,0,1.1,1.7,68.2
2015-05-24T00:00:00Z,30267,144,15.5,9.5,NA,NA,10.9,3.8,5.7,NA,20,12,0,G,1,0,0,0,0,1.2,1.8,67.5
2015-05-25T00:00:00Z,29607,145,13.6,5.9,NA,NA,10.9,3,5.1,NA,16.7,8.9,0.3,G,0,0,0,0,0,0.9,1.6,59.7
2015-05-26T00:00:00Z,34880,146,14.3,6.7,NA,NA,12.6,3.4,5.7,10.8,19.7,9.3,0,G,1,0,0,0,0,1,1.6,60.3
2015-05-27T00:00:00Z,36496,147,13.7,5.9,NA,NA,11.6,4.2,7.7,11.8,20.3,7,0,G,1,0,0,0,0,0.9,1.6,59.3
2015-05-28T00:00:00Z,34496,148,14.1,4,NA,NA,11.9,6,8.8,12.4,18.1,10.5,0,G,0,0,0,0,0,0.8,1.6,50.6
2015-05-29T00:00:00Z,26155,149,11.2,5.6,NA,NA,11.4,5.2,9.3,13.4,14.6,7.8,0,G,1,0,0,0,0,0.9,1.3,68.4
2015-05-30T00:00:00Z,29432,150,12.4,4.5,NA,NA,13.8,4.7,7.2,NA,18.6,6.6,2.5,G,1,0,0,0,0,0.8,1.4,58.6
2015-05-31T00:00:00Z,15075,151,12.9,8.7,NA,NA,9.5,6.2,9.8,NA,16.3,8.8,2.5,G,1,0,0,0,0,1.1,1.5,75.6
2015-06-01T00:00:00Z,27893,152,11.6,4.8,NA,NA,11.1,7,11.3,17,16.5,7.6,0.5,G,1,0,0,0,0,0.9,1.4,63
2015-06-02T00:00:00Z,28070,153,14.8,11.4,NA,NA,10.3,9.1,12.4,16.5,20.1,10.7,0.5,G,1,0,0,0,0,1.3,1.7,80.1
2015-06-03T00:00:00Z,35630,154,14.9,5.8,NA,NA,11.6,4.9,7.7,NA,20.4,11,0,G,0,0,0,0,0,0.9,1.7,54.5
2015-06-04T00:00:00Z,39687,155,16.9,6.7,NA,NA,17.5,2.8,6.2,NA,23.6,8.5,0,G,0,0,0,0,0,1,1.9,51
2015-06-05T00:00:00Z,35048,156,17.7,11.6,NA,NA,10.6,4.7,9.3,NA,24.4,10,0.5,G,1,0,0,0,0,1.4,2,67.5
2015-06-06T00:00:00Z,33088,157,14.1,4.2,NA,NA,12.9,6.1,9.8,NA,20.5,8,0.3,G,0,0,0,0,0,0.8,1.6,51.3
2015-06-07T00:00:00Z,35757,158,14.6,4.3,NA,NA,13.2,2.5,4.6,7.7,20.4,7,0,G,0,0,0,0,0,0.8,1.7,50
2015-06-08T00:00:00Z,32745,159,13.6,5.2,NA,NA,12.1,3.3,6.2,NA,18.9,9,0,G,1,0,0,0,0,0.9,1.6,56.8
2015-06-09T00:00:00Z,33447,160,11.7,3.9,NA,NA,11.3,4.7,6.7,11.8,15.7,7,0,G,0,0,0,0,0,0.8,1.4,58.8
2015-06-10T00:00:00Z,35862,161,13.9,4.7,NA,NA,11.6,5,6.7,12.4,19.2,9.4,0,G,0,0,0,0,0,0.9,1.6,53.8
2015-06-11T00:00:00Z,38969,162,17.3,8.4,NA,NA,15,5.3,8.8,NA,24.7,9.5,0,G,0,0,0,0,0,1.1,2,55.9
2015-06-12T00:00:00Z,35367,163,18.9,12.8,NA,NA,9.8,2.8,4.6,NA,25.4,12.9,0,G,1,0,0,0,0,1.5,2.2,67.7
2015-06-13T00:00:00Z,30566,164,16.7,13.3,NA,NA,9,4.8,7.7,NA,20,14.7,0.5,G,1,0,0,0,0,1.5,1.9,80.4
2015-06-14T00:00:00Z,25402,165,14.3,10.3,NA,NA,9.3,3.3,5.7,NA,18.1,12,0,G,1,0,0,0,0,1.3,1.6,76.9
2015-06-15T00:00:00Z,34723,166,14.6,6.6,NA,NA,11.3,3.8,5.1,NA,20.7,11,0.3,G,1,0,0,0,0,1,1.7,58.7
2015-06-16T00:00:00Z,38166,167,16.8,7.9,NA,NA,14.3,3,6.2,7.2,24.5,9,0,G,0,0,0,0,0,1.1,1.9,55.7
2015-06-17T00:00:00Z,38799,168,18.3,12.6,NA,NA,11.1,5.9,9.8,14.9,26.1,11.7,0,G,0,0,0,0,0,1.5,2.1,69.4
2015-06-18T00:00:00Z,38875,169,17.6,8.7,NA,NA,11.4,3.6,5.7,NA,22.1,13,0,G,1,0,0,0,0,1.1,2,55.9
2015-06-19T00:00:00Z,36220,170,16.4,7.6,NA,NA,10.9,3.1,5.7,NA,22.1,11,0,G,0,0,0,0,0,1,1.9,56
2015-06-20T00:00:00Z,26546,171,16.4,12.2,NA,NA,9.8,3,6.7,9.8,20.4,12.9,0,G,1,0,0,0,0,1.4,1.9,76.2
2015-06-21T00:00:00Z,30621,172,16.8,9.4,NA,NA,10.8,5.9,8.8,NA,21.2,13,2.5,G,1,0,0,0,0,1.2,1.9,61.7
2015-06-22T00:00:00Z,29711,173,14.3,8.6,NA,NA,10,4.7,6.7,10.8,18.4,10.9,5.8,G,1,0,0,0,0,1.1,1.6,68.6
2015-06-23T00:00:00Z,37663,174,15.8,8.1,NA,NA,11.4,2.7,4.6,NA,21.3,11.8,0.3,G,0,0,0,0,0,1.1,1.8,60.2
2015-06-24T00:00:00Z,39183,175,17.8,9.2,NA,NA,13.2,4.2,6.7,11.8,24.4,12.4,0,G,0,0,0,0,0,1.2,2,57.1
2015-06-25T00:00:00Z,38856,176,18.9,10.2,NA,NA,11.7,3.4,5.7,10.8,25.2,11.8,0,G,0,0,0,0,0,1.2,2.2,57
2015-06-26T00:00:00Z,37281,177,19.3,11.3,NA,NA,10,4.6,8.8,NA,27.7,13.5,0,G,0,0,0,0,0,1.3,2.2,59.8
2015-06-27T00:00:00Z,36885,178,18.6,9.7,NA,NA,12.7,4.5,5.7,NA,25.1,11.7,0,G,0,0,0,0,0,1.2,2.1,56.2
2015-06-28T00:00:00Z,25846,179,17.9,12.2,NA,NA,11.3,4.6,6.7,NA,21.4,14,0,G,1,0,0,0,0,1.4,2,69.3
2015-06-29T00:00:00Z,39280,180,19.4,10,NA,NA,14.2,3.3,5.1,10.3,25.9,13.3,1.5,G,0,0,0,0,0,1.2,2.2,54.5
2015-06-30T00:00:00Z,43582,181,22.6,9.4,NA,NA,NA,3.4,6.2,NA,30.3,13.4,0,G,1,0,0,0,0,1.2,2.7,43
2015-07-01T00:00:00Z,42891,182,27.9,13.3,NA,NA,NA,4.9,8.2,NA,36.7,20,0,G,1,0,0,0,0,1.5,3.8,40.6
2015-07-02T00:00:00Z,38467,183,20.5,14.5,NA,NA,10.8,3.8,9.3,12.4,26.2,15,0,G,1,0,0,0,0,1.6,2.4,68.5
2015-07-03T00:00:00Z,39940,184,20.2,11,NA,NA,14.3,3.7,7.7,NA,27.2,13,0,G,1,0,0,1,0,1.3,2.4,55.5
2015-07-04T00:00:00Z,38640,185,21.3,14.6,NA,NA,7.4,4.6,7.7,11.8,27.2,17,9.4,G,1,0,0,0,0,1.7,2.5,65.6
2015-07-05T00:00:00Z,29963,186,17.8,10.7,NA,NA,13.2,4.2,8.8,NA,24.7,13.8,0,G,1,0,0,0,0,1.3,2,63.2
2015-07-06T00:00:00Z,38895,187,18.2,10.1,NA,NA,11.6,4.7,6.7,13.4,23.7,12.4,0,G,1,0,0,0,0,1.2,2.1,59.2
2015-07-07T00:00:00Z,38120,188,18.3,10.7,NA,NA,11.4,6.3,9.8,13.4,24.3,15,0,G,1,0,0,0,0,1.3,2.1,61.2
2015-07-08T00:00:00Z,41921,189,17.3,10.4,NA,NA,10.9,5.8,8.2,11.8,21.5,13.6,0.3,G,1,0,0,0,0,1.3,2,63.9
2015-07-09T00:00:00Z,73094,190,17.4,5.2,NA,NA,12.6,3.1,5.7,9.3,23.1,10.9,0.5,G,0,0,0,0,0,0.9,2,44.6
2015-07-10T00:00:00Z,43266,191,20.2,7.2,NA,NA,NA,3.4,6.2,10.8,26.7,13,0,G,0,0,0,0,0,1,2.4,42.9
2015-07-11T00:00:00Z,42676,192,20.2,10.2,NA,NA,10.9,4.7,7.7,11.8,26,14.4,0,G,1,0,0,0,0,1.2,2.4,52.6
2015-07-12T00:00:00Z,23498,193,17.7,14.4,NA,NA,10.5,5.6,8.8,12.9,22.6,15,0.5,G,1,0,0,0,0,1.6,2,81
2015-07-13T00:00:00Z,27646,194,18.1,15.8,NA,NA,10.3,5.2,8.2,NA,20.8,16,3.8,G,1,0,0,0,0,1.8,2.1,86.4
2015-07-14T00:00:00Z,35600,195,18.7,15.3,NA,NA,10.5,4.4,6.2,NA,22.9,16.8,1.8,G,1,0,0,0,0,1.7,2.2,80.6
2015-07-15T00:00:00Z,34878,196,19.1,14.6,NA,NA,9,2.7,4.1,NA,22.5,16,2.3,G,1,0,0,0,0,1.7,2.2,75.2
2015-07-16T00:00:00Z,39609,197,19.4,13.4,NA,NA,10.6,4.4,6.7,NA,25.3,14.9,0,G,1,0,0,1,0,1.5,2.2,68.3
2015-07-17T00:00:00Z,38845,198,19.4,13.2,NA,NA,10,5.4,9.8,NA,25,14.9,6.6,G,1,0,0,0,0,1.5,2.2,67.4
2015-07-18T00:00:00Z,38906,199,17.7,8.4,NA,NA,16.4,4.3,6.7,NA,23.6,12,0.3,G,1,0,0,0,0,1.1,2,54.5
2015-07-19T00:00:00Z,36989,200,19.2,8.3,NA,NA,11.1,5,9.3,NA,25,13.9,0.8,G,1,0,0,0,0,1.1,2.2,49.2
2015-07-20T00:00:00Z,32140,201,18.4,15.5,NA,NA,10.3,4.2,8.8,13.9,24.7,14,0,G,1,0,0,0,0,1.8,2.1,83.2
2015-07-21T00:00:00Z,41001,202,19.6,11.8,NA,NA,10.9,5.6,8.8,13.4,26.5,13,0.3,G,0,0,0,0,0,1.4,2.3,60.7
2015-07-22T00:00:00Z,38133,203,18.4,11.4,NA,NA,10.6,4.5,8.2,NA,23,14,0,G,1,0,0,0,0,1.3,2.1,63.7
2015-07-23T00:00:00Z,39368,204,17.2,8.9,NA,NA,11.7,3.4,6.7,NA,22.4,11,0.5,G,0,0,0,0,0,1.1,2,58.1
2015-07-24T00:00:00Z,16135,205,14.9,11.3,NA,NA,9.8,2.7,6.2,NA,17.3,12.8,0,G,1,0,0,0,0,1.3,1.7,79.1
2015-07-25T00:00:00Z,32982,206,16.3,8.6,NA,NA,10.5,4.7,7.2,9.8,21.7,11.4,37.6,G,1,0,0,0,0,1.1,1.8,60.3
2015-07-26T00:00:00Z,12497,207,14.4,11.8,NA,NA,9.2,4.6,8.2,10.3,17.2,12,0,G,1,0,0,0,0,1.4,1.6,84.4
2015-07-27T00:00:00Z,32103,208,17.1,11.8,NA,NA,10.3,7.8,10.8,15.4,20.9,14,7.1,G,1,0,0,0,0,1.4,1.9,71
2015-07-28T00:00:00Z,36310,209,16.2,8.7,NA,NA,10.5,7.5,9.3,NA,20.8,12.9,0,G,1,0,0,0,0,1.1,1.8,61.1
2015-07-29T00:00:00Z,37021,210,14.8,8.5,NA,NA,11.3,4.7,6.7,NA,20.3,9.7,0,G,1,0,0,0,0,1.1,1.7,66
2015-07-30T00:00:00Z,36350,211,15.3,6.7,NA,NA,12.2,3.2,5.7,NA,20.3,10,0.3,G,1,0,0,0,0,1,1.7,56.5
2015-07-31T00:00:00Z,36932,212,16.4,7.2,NA,NA,12.7,2.6,5.7,10.3,22.7,8.7,0,G,0,0,0,0,0,1,1.9,54.5
2015-08-01T00:00:00Z,43492,213,16.3,8.6,NA,NA,10,3.4,6.7,9.3,21.5,9.4,0,G,0,0,0,0,0,1.1,1.8,60.3
2015-08-02T00:00:00Z,43679,214,18.9,9.9,NA,NA,10.9,3.6,6.2,NA,26.2,12,0,G,0,0,0,0,0,1.2,2.2,55.9
2015-08-03T00:00:00Z,35609,215,19.2,13,NA,NA,10.6,5.2,9.3,12.9,25.1,15,0,G,1,0,0,0,0,1.5,2.2,67.3
2015-08-04T00:00:00Z,37864,216,17.7,9.9,NA,NA,11.1,6.4,9.8,12.9,22.4,13,0,G,0,0,0,0,0,1.2,2,60.3
2015-08-05T00:00:00Z,39010,217,16.7,11.9,NA,NA,10.3,3.4,6.2,8.8,22,14.8,0,G,1,0,0,0,0,1.4,1.9,73.3
2015-08-06T00:00:00Z,63963,218,18.7,13,NA,NA,10.1,4.5,7.2,10.8,24,13.7,4.3,G,1,0,0,0,0,1.5,2.2,69.5
2015-08-07T00:00:00Z,39788,219,19.1,9.7,NA,NA,11.7,2.1,4.1,NA,24.8,12.5,0,G,0,0,0,0,0,1.2,2.2,54.5
2015-08-08T00:00:00Z,39362,220,20.4,12.6,NA,NA,10,2.9,6.2,NA,27,14.5,0,G,0,0,0,0,0,1.5,2.4,60.9
2015-08-09T00:00:00Z,40758,221,19.9,11.1,NA,NA,10.1,3.7,6.7,9.8,26.6,12.5,0,G,0,0,0,0,0,1.3,2.3,56.9
2015-08-10T00:00:00Z,35625,222,19.3,15.5,NA,NA,10,4.5,8.2,11.3,22.7,15,0,G,1,0,0,0,0,1.8,2.2,78.7
2015-08-11T00:00:00Z,34567,223,17.5,11.7,NA,NA,10.9,1.5,3.1,NA,21.3,13.9,0,G,1,0,0,0,0,1.4,2,68.8
2015-08-12T00:00:00Z,36838,224,18.6,12.6,NA,NA,10,3.7,6.2,NA,23.4,15,1.5,G,1,0,0,0,0,1.5,2.1,68.1
2015-08-13T00:00:00Z,26185,225,18.3,15.9,NA,NA,9.2,3.5,6.2,NA,20.3,16,0,G,1,0,0,0,0,1.8,2.1,85.9
2015-08-14T00:00:00Z,25638,226,17.8,16.2,NA,NA,6.6,3.1,7.2,11.3,21.3,15.8,7.4,G,1,1,0,0,0,1.8,2,90.4
2015-08-15T00:00:00Z,34137,227,16.8,9.4,NA,NA,10.3,2.8,5.1,NA,20.7,14,1.5,G,0,0,0,0,0,1.2,1.9,61.7
2015-08-16T00:00:00Z,30948,228,16.4,9.3,NA,NA,10.9,2,4.6,NA,21,11.3,0,G,0,0,0,0,0,1.2,1.9,62.8
2015-08-17T00:00:00Z,36003,229,17.9,7.6,NA,NA,13,2.2,4.1,NA,22,13,0,G,0,0,0,0,0,1,2,50.9
2015-08-18T00:00:00Z,34776,230,16.6,10.1,NA,NA,NA,4.1,6.2,NA,19.5,14,0,G,1,0,0,0,0,1.2,1.9,65.5
2015-08-19T00:00:00Z,31903,231,16.3,12.5,NA,NA,10.6,4,6.2,NA,21,13,0.3,G,1,0,0,0,0,1.4,1.8,78.2
2015-08-20T00:00:00Z,32857,232,18.4,16.1,NA,NA,10.3,4.3,6.2,10.8,21.1,15.1,6.6,G,1,0,0,0,0,1.8,2.1,86.5
2015-08-21T00:00:00Z,36329,233,21.1,15.2,NA,NA,10.9,4.7,7.2,10.3,26.5,17,0,G,0,0,0,0,0,1.7,2.5,69
2015-08-22T00:00:00Z,44724,234,22.4,14.2,NA,NA,15.3,3.6,7.2,NA,30.7,15,0,G,0,0,0,0,0,1.6,2.7,59.8
2015-08-23T00:00:00Z,27202,235,18.7,12.9,NA,NA,12.7,4.4,6.7,NA,22,13,0,G,1,0,0,0,0,1.5,2.2,69
2015-08-24T00:00:00Z,17520,236,14.7,13.3,NA,NA,10.3,3.3,6.2,NA,17,12.5,3,G,1,0,0,0,0,1.5,1.7,91.3
2015-08-25T00:00:00Z,28401,237,15.3,12.8,NA,NA,11.3,5.3,7.2,NA,19,11,13.7,G,1,0,0,0,0,1.5,1.7,85
2015-08-26T00:00:00Z,23969,238,17.2,14.7,NA,NA,9.2,6.4,10.3,11.8,20,14,5.3,G,1,0,0,1,0,1.7,2,85.2
2015-08-27T00:00:00Z,30856,239,15.6,12.1,NA,NA,10.1,4.6,7.7,NA,19.6,13.5,48,G,1,0,0,0,0,1.4,1.8,79.7
2015-08-28T00:00:00Z,33201,240,16.1,10.6,NA,NA,11.6,4.5,7.2,13.4,21.1,10,3.8,G,1,1,0,0,0,1.3,1.8,69.9
2015-08-29T00:00:00Z,22828,241,17.3,13.6,NA,NA,10.6,2.6,4.6,12.4,22.3,14,0,G,1,0,0,0,0,1.6,2,78.9
2015-08-30T00:00:00Z,25191,242,17.4,14.4,NA,NA,9.8,2.6,4.6,NA,20.8,15,3.3,G,1,0,0,0,0,1.6,2,82.6
2015-08-31T00:00:00Z,9709,243,15.1,13.7,NA,NA,9.2,2.5,4.1,NA,16,14,7.1,G,1,0,0,0,0,1.6,1.7,91.3
2015-09-01T00:00:00Z,25739,244,15.2,11.2,NA,NA,9.8,2.3,4.6,NA,19.2,12,10.7,G,1,0,0,0,0,1.3,1.7,77
2015-09-02T00:00:00Z,30313,245,13.7,9.3,NA,NA,10.6,2.6,4.1,NA,19,9,0.5,G,1,0,0,0,0,1.2,1.6,74.8
2015-09-03T00:00:00Z,31163,246,12.9,8.2,NA,NA,12.4,3.1,5.1,NA,16.4,9,0,G,1,0,0,0,0,1.1,1.5,73.1
2015-09-04T00:00:00Z,29913,247,13.6,7.9,NA,NA,12.1,2.7,4.1,NA,16.6,10,0,G,1,0,0,0,0,1.1,1.6,68.4
2015-09-05T00:00:00Z,22475,248,12.7,8.2,NA,NA,12.1,2.7,4.1,NA,16.3,8,0.5,G,1,0,0,0,0,1.1,1.5,74.1
2015-09-06T00:00:00Z,29539,249,13.2,6.7,NA,NA,11.3,2.2,4.1,NA,19.9,5.7,0,G,0,0,0,0,0,1,1.5,64.7
2015-09-07T00:00:00Z,31917,250,13.7,9.3,NA,NA,12.1,2.3,5.1,NA,19.3,8,0,G,1,0,0,0,0,1.2,1.6,74.8
2015-09-08T00:00:00Z,32968,251,13.7,9.3,NA,NA,10.8,2.5,3.6,NA,16.5,10,0,G,0,0,0,0,0,1.2,1.6,74.8
2015-09-09T00:00:00Z,33332,252,15,10.4,NA,NA,11.3,3.9,6.7,NA,19.7,12.7,0,G,1,0,0,0,0,1.3,1.7,74
2015-09-10T00:00:00Z,35956,253,15.9,10.4,NA,NA,9.2,4.1,7.7,NA,21.2,11.8,0.5,G,0,0,0,0,0,1.3,1.8,69.8
2015-09-11T00:00:00Z,34690,254,16.4,9.4,NA,NA,9.8,4,6.7,NA,22.3,10,0,G,1,0,0,0,0,1.2,1.9,63.3
2015-09-12T00:00:00Z,29143,255,17.2,11.1,NA,NA,10.3,5.3,8.2,NA,21.5,12,0.3,G,1,0,0,0,0,1.3,2,67.4
2015-09-13T00:00:00Z,26342,256,13.6,9.3,NA,NA,11.7,2.9,5.1,NA,20,10,0.3,G,1,0,0,0,0,1.2,1.6,75.2
2015-09-14T00:00:00Z,25923,257,13.9,10.9,NA,NA,10.5,5.4,9.8,15.4,19.8,11,9.9,G,1,0,0,0,0,1.3,1.6,82.1
2015-09-15T00:00:00Z,28311,258,13.6,10.2,NA,NA,10.5,5.5,8.8,13.9,19.9,10,1.3,G,1,0,0,0,0,1.2,1.6,79.9
2015-09-16T00:00:00Z,18764,259,12.9,11.4,NA,NA,8.4,3.4,6.2,NA,16,10.5,0.5,G,1,0,0,0,0,1.3,1.5,90.6
2015-09-17T00:00:00Z,32336,260,13.7,9.5,NA,NA,8.9,4.2,8.2,NA,18.5,9,18.8,G,1,0,0,0,0,1.2,1.6,75.8
2015-09-18T00:00:00Z,30124,261,14.5,11.2,NA,NA,10.1,2.5,4.6,NA,19.5,11,0.3,G,1,0,0,0,0,1.3,1.6,80.6
2015-09-19T00:00:00Z,33855,262,14.5,9.8,NA,NA,8.7,1.7,2.6,NA,19.6,10.7,9.7,G,0,0,0,0,0,1.2,1.6,73.4
2015-09-20T00:00:00Z,31380,263,14,10.3,NA,NA,8.7,2.9,5.7,NA,20.2,9,0,G,0,0,0,0,0,1.3,1.6,78.4
2015-09-21T00:00:00Z,23831,264,13.5,11.9,NA,NA,9.3,4,6.7,NA,15,10,0,G,1,0,0,0,0,1.4,1.5,90.1
2015-09-22T00:00:00Z,20567,265,11.6,9.3,NA,NA,10.6,2.8,4.6,NA,15.3,8,5.6,G,1,0,0,0,0,1.2,1.4,85.8
2015-09-23T00:00:00Z,34193,266,13,8.8,NA,NA,12.4,4.9,7.7,NA,17.4,7.9,0.5,G,0,0,0,0,0,1.1,1.5,75.7
2015-09-24T00:00:00Z,29537,267,14.9,10.4,NA,NA,9.5,5.6,8.8,13.9,18.7,11,1,G,1,0,0,0,0,1.3,1.7,74.5
2015-09-25T00:00:00Z,35064,268,13,6.9,NA,NA,11.6,2.5,4.6,NA,17.9,8.5,1,G,0,0,0,0,0,1,1.5,66.5
2015-09-26T00:00:00Z,32955,269,12.3,6.7,NA,NA,10.1,1.8,3.6,NA,18,6.7,0,G,0,0,0,0,0,1,1.4,68.6
2015-09-27T00:00:00Z,30024,270,13.1,8.2,NA,NA,10.5,3,6.2,NA,19.3,7.8,0.3,G,1,0,0,0,0,1.1,1.5,72.2
2015-09-28T00:00:00Z,33341,271,13.4,9.1,NA,NA,11.7,3.5,7.7,NA,18.4,8,0,G,0,0,0,0,0,1.2,1.5,75.2
2015-09-29T00:00:00Z,34591,272,14.2,9.1,NA,NA,11.6,4,7.2,NA,19.1,10,0,G,0,0,0,0,0,1.2,1.6,71.4
2015-09-30T00:00:00Z,35143,273,13.9,7.7,NA,NA,11.6,4.4,8.2,NA,18.7,9.7,0,G,0,0,0,0,0,1,1.6,66.2
