date,series_id,value,maturity,duration
2021-07-01,GS3,0.4,3y,3-Year Treasury Rate
2021-08-01,GS3,0.42,3y,3-Year Treasury Rate
1960-01-01,GS5,4.92,5y,5-Year Treasury Rate
1960-02-01,GS5,4.69,5y,5-Year Treasury Rate
1960-03-01,GS5,4.31,5y,5-Year Treasury Rate
1960-04-01,GS5,4.29,5y,5-Year Treasury Rate
1960-05-01,GS5,4.49,5y,5-Year Treasury Rate
1960-06-01,GS5,4.12,5y,5-Year Treasury Rate
1960-07-01,GS5,3.79,5y,5-Year Treasury Rate
1960-08-01,GS5,3.62,5y,5-Year Treasury Rate
1960-09-01,GS5,3.61,5y,5-Year Treasury Rate
1960-10-01,GS5,3.76,5y,5-Year Treasury Rate
1960-11-01,GS5,3.81,5y,5-Year Treasury Rate
1960-12-01,GS5,3.67,5y,5-Year Treasury Rate
1961-01-01,GS5,3.67,5y,5-Year Treasury Rate
1961-02-01,GS5,3.66,5y,5-Year Treasury Rate
1961-03-01,GS5,3.6,5y,5-Year Treasury Rate
1961-04-01,GS5,3.57,5y,5-Year Treasury Rate
1961-05-01,GS5,3.47,5y,5-Year Treasury Rate
1961-06-01,GS5,3.81,5y,5-Year Treasury Rate
1961-07-01,GS5,3.84,5y,5-Year Treasury Rate
1961-08-01,GS5,3.96,5y,5-Year Treasury Rate
1961-09-01,GS5,3.9,5y,5-Year Treasury Rate
1961-10-01,GS5,3.8,5y,5-Year Treasury Rate
1961-11-01,GS5,3.82,5y,5-Year Treasury Rate
1961-12-01,GS5,3.91,5y,5-Year Treasury Rate
1962-01-01,GS5,3.94,5y,5-Year Treasury Rate
1962-02-01,GS5,3.89,5y,5-Year Treasury Rate
1962-03-01,GS5,3.68,5y,5-Year Treasury Rate
1962-04-01,GS5,3.6,5y,5-Year Treasury Rate
1962-05-01,GS5,3.66,5y,5-Year Treasury Rate
1962-06-01,GS5,3.64,5y,5-Year Treasury Rate
1962-07-01,GS5,3.8,5y,5-Year Treasury Rate
1962-08-01,GS5,3.71,5y,5-Year Treasury Rate
1962-09-01,GS5,3.7,5y,5-Year Treasury Rate
1962-10-01,GS5,3.64,5y,5-Year Treasury Rate
1962-11-01,GS5,3.6,5y,5-Year Treasury Rate
1962-12-01,GS5,3.56,5y,5-Year Treasury Rate
1963-01-01,GS5,3.58,5y,5-Year Treasury Rate
1963-02-01,GS5,3.66,5y,5-Year Treasury Rate
1963-03-01,GS5,3.68,5y,5-Year Treasury Rate
1963-04-01,GS5,3.74,5y,5-Year Treasury Rate
1963-05-01,GS5,3.72,5y,5-Year Treasury Rate
1963-06-01,GS5,3.81,5y,5-Year Treasury Rate
1963-07-01,GS5,3.89,5y,5-Year Treasury Rate
1963-08-01,GS5,3.89,5y,5-Year Treasury Rate
1963-09-01,GS5,3.96,5y,5-Year Treasury Rate
1963-10-01,GS5,3.97,5y,5-Year Treasury Rate
1963-11-01,GS5,4.01,5y,5-Year Treasury Rate
1963-12-01,GS5,4.04,5y,5-Year Treasury Rate
1964-01-01,GS5,4.07,5y,5-Year Treasury Rate
1964-02-01,GS5,4.03,5y,5-Year Treasury Rate
1964-03-01,GS5,4.14,5y,5-Year Treasury Rate
1964-04-01,GS5,4.15,5y,5-Year Treasury Rate
1964-05-01,GS5,4.05,5y,5-Year Treasury Rate
1964-06-01,GS5,4.02,5y,5-Year Treasury Rate
1964-07-01,GS5,4.03,5y,5-Year Treasury Rate
1964-08-01,GS5,4.05,5y,5-Year Treasury Rate
1964-09-01,GS5,4.08,5y,5-Year Treasury Rate
1964-10-01,GS5,4.07,5y,5-Year Treasury Rate
1964-11-01,GS5,4.04,5y,5-Year Treasury Rate
1964-12-01,GS5,4.09,5y,5-Year Treasury Rate
1965-01-01,GS5,4.1,5y,5-Year Treasury Rate
1965-02-01,GS5,4.15,5y,5-Year Treasury Rate
1965-03-01,GS5,4.15,5y,5-Year Treasury Rate
1965-04-01,GS5,4.15,5y,5-Year Treasury Rate
1965-05-01,GS5,4.15,5y,5-Year Treasury Rate
1965-06-01,GS5,4.15,5y,5-Year Treasury Rate
1965-07-01,GS5,4.15,5y,5-Year Treasury Rate
1965-08-01,GS5,4.2,5y,5-Year Treasury Rate
1965-09-01,GS5,4.25,5y,5-Year Treasury Rate
1965-10-01,GS5,4.34,5y,5-Year Treasury Rate
1965-11-01,GS5,4.46,5y,5-Year Treasury Rate
1965-12-01,GS5,4.72,5y,5-Year Treasury Rate
1966-01-01,GS5,4.86,5y,5-Year Treasury Rate
1966-02-01,GS5,4.98,5y,5-Year Treasury Rate
1966-03-01,GS5,4.92,5y,5-Year Treasury Rate
1966-04-01,GS5,4.83,5y,5-Year Treasury Rate
1966-05-01,GS5,4.89,5y,5-Year Treasury Rate
1966-06-01,GS5,4.97,5y,5-Year Treasury Rate
1966-07-01,GS5,5.17,5y,5-Year Treasury Rate
1966-08-01,GS5,5.5,5y,5-Year Treasury Rate
1966-09-01,GS5,5.5,5y,5-Year Treasury Rate
1966-10-01,GS5,5.27,5y,5-Year Treasury Rate
1966-11-01,GS5,5.36,5y,5-Year Treasury Rate
1966-12-01,GS5,5,5y,5-Year Treasury Rate
1967-01-01,GS5,4.7,5y,5-Year Treasury Rate
1967-02-01,GS5,4.74,5y,5-Year Treasury Rate
1967-03-01,GS5,4.54,5y,5-Year Treasury Rate
1967-04-01,GS5,4.51,5y,5-Year Treasury Rate
1967-05-01,GS5,4.75,5y,5-Year Treasury Rate
1967-06-01,GS5,5.01,5y,5-Year Treasury Rate
1967-07-01,GS5,5.23,5y,5-Year Treasury Rate
1967-08-01,GS5,5.31,5y,5-Year Treasury Rate
1967-09-01,GS5,5.4,5y,5-Year Treasury Rate
1967-10-01,GS5,5.57,5y,5-Year Treasury Rate
1967-11-01,GS5,5.78,5y,5-Year Treasury Rate
1967-12-01,GS5,5.75,5y,5-Year Treasury Rate
1968-01-01,GS5,5.54,5y,5-Year Treasury Rate
1968-02-01,GS5,5.59,5y,5-Year Treasury Rate
1968-03-01,GS5,5.76,5y,5-Year Treasury Rate
1968-04-01,GS5,5.69,5y,5-Year Treasury Rate
1968-05-01,GS5,6.04,5y,5-Year Treasury Rate
1968-06-01,GS5,5.85,5y,5-Year Treasury Rate
1968-07-01,GS5,5.6,5y,5-Year Treasury Rate
1968-08-01,GS5,5.5,5y,5-Year Treasury Rate
1968-09-01,GS5,5.48,5y,5-Year Treasury Rate
1968-10-01,GS5,5.55,5y,5-Year Treasury Rate
1968-11-01,GS5,5.66,5y,5-Year Treasury Rate
1968-12-01,GS5,6.12,5y,5-Year Treasury Rate
1969-01-01,GS5,6.25,5y,5-Year Treasury Rate
1969-02-01,GS5,6.34,5y,5-Year Treasury Rate
1969-03-01,GS5,6.41,5y,5-Year Treasury Rate
1969-04-01,GS5,6.3,5y,5-Year Treasury Rate
1969-05-01,GS5,6.54,5y,5-Year Treasury Rate
1969-06-01,GS5,6.75,5y,5-Year Treasury Rate
1969-07-01,GS5,7.01,5y,5-Year Treasury Rate
1969-08-01,GS5,7.03,5y,5-Year Treasury Rate
1969-09-01,GS5,7.57,5y,5-Year Treasury Rate
1969-10-01,GS5,7.51,5y,5-Year Treasury Rate
1969-11-01,GS5,7.53,5y,5-Year Treasury Rate
1969-12-01,GS5,7.96,5y,5-Year Treasury Rate
1970-01-01,GS5,8.17,5y,5-Year Treasury Rate
1970-02-01,GS5,7.82,5y,5-Year Treasury Rate
1970-03-01,GS5,7.21,5y,5-Year Treasury Rate
1970-04-01,GS5,7.5,5y,5-Year Treasury Rate
1970-05-01,GS5,7.97,5y,5-Year Treasury Rate
1970-06-01,GS5,7.85,5y,5-Year Treasury Rate
1970-07-01,GS5,7.59,5y,5-Year Treasury Rate
1970-08-01,GS5,7.57,5y,5-Year Treasury Rate
1970-09-01,GS5,7.29,5y,5-Year Treasury Rate
1970-10-01,GS5,7.12,5y,5-Year Treasury Rate
1970-11-01,GS5,6.47,5y,5-Year Treasury Rate
1970-12-01,GS5,5.95,5y,5-Year Treasury Rate
1971-01-01,GS5,5.89,5y,5-Year Treasury Rate
1971-02-01,GS5,5.56,5y,5-Year Treasury Rate
1971-03-01,GS5,5,5y,5-Year Treasury Rate
1971-04-01,GS5,5.65,5y,5-Year Treasury Rate
1971-05-01,GS5,6.28,5y,5-Year Treasury Rate
1971-06-01,GS5,6.53,5y,5-Year Treasury Rate
1971-07-01,GS5,6.85,5y,5-Year Treasury Rate
1971-08-01,GS5,6.55,5y,5-Year Treasury Rate
1971-09-01,GS5,6.14,5y,5-Year Treasury Rate
1971-10-01,GS5,5.93,5y,5-Year Treasury Rate
1971-11-01,GS5,5.78,5y,5-Year Treasury Rate
1971-12-01,GS5,5.69,5y,5-Year Treasury Rate
1972-01-01,GS5,5.59,5y,5-Year Treasury Rate
1972-02-01,GS5,5.69,5y,5-Year Treasury Rate
1972-03-01,GS5,5.87,5y,5-Year Treasury Rate
1972-04-01,GS5,6.17,5y,5-Year Treasury Rate
1972-05-01,GS5,5.85,5y,5-Year Treasury Rate
1972-06-01,GS5,5.91,5y,5-Year Treasury Rate
1972-07-01,GS5,5.97,5y,5-Year Treasury Rate
1972-08-01,GS5,6.02,5y,5-Year Treasury Rate
1972-09-01,GS5,6.25,5y,5-Year Treasury Rate
1972-10-01,GS5,6.18,5y,5-Year Treasury Rate
1972-11-01,GS5,6.12,5y,5-Year Treasury Rate
1972-12-01,GS5,6.16,5y,5-Year Treasury Rate
1973-01-01,GS5,6.34,5y,5-Year Treasury Rate
1973-02-01,GS5,6.6,5y,5-Year Treasury Rate
1973-03-01,GS5,6.8,5y,5-Year Treasury Rate
1973-04-01,GS5,6.67,5y,5-Year Treasury Rate
1973-05-01,GS5,6.8,5y,5-Year Treasury Rate
1973-06-01,GS5,6.69,5y,5-Year Treasury Rate
1973-07-01,GS5,7.33,5y,5-Year Treasury Rate
1973-08-01,GS5,7.63,5y,5-Year Treasury Rate
1973-09-01,GS5,7.05,5y,5-Year Treasury Rate
1973-10-01,GS5,6.77,5y,5-Year Treasury Rate
1973-11-01,GS5,6.92,5y,5-Year Treasury Rate
1973-12-01,GS5,6.8,5y,5-Year Treasury Rate
1974-01-01,GS5,6.95,5y,5-Year Treasury Rate
1974-02-01,GS5,6.82,5y,5-Year Treasury Rate
1974-03-01,GS5,7.31,5y,5-Year Treasury Rate
1974-04-01,GS5,7.92,5y,5-Year Treasury Rate
1974-05-01,GS5,8.18,5y,5-Year Treasury Rate
1974-06-01,GS5,8.1,5y,5-Year Treasury Rate
1974-07-01,GS5,8.38,5y,5-Year Treasury Rate
1974-08-01,GS5,8.63,5y,5-Year Treasury Rate
1974-09-01,GS5,8.37,5y,5-Year Treasury Rate
1974-10-01,GS5,7.97,5y,5-Year Treasury Rate
1974-11-01,GS5,7.68,5y,5-Year Treasury Rate
1974-12-01,GS5,7.31,5y,5-Year Treasury Rate
1975-01-01,GS5,7.41,5y,5-Year Treasury Rate
1975-02-01,GS5,7.11,5y,5-Year Treasury Rate
1975-03-01,GS5,7.3,5y,5-Year Treasury Rate
1975-04-01,GS5,7.99,5y,5-Year Treasury Rate
1975-05-01,GS5,7.72,5y,5-Year Treasury Rate
1975-06-01,GS5,7.51,5y,5-Year Treasury Rate
1975-07-01,GS5,7.92,5y,5-Year Treasury Rate
1975-08-01,GS5,8.33,5y,5-Year Treasury Rate
1975-09-01,GS5,8.37,5y,5-Year Treasury Rate
1975-10-01,GS5,7.97,5y,5-Year Treasury Rate
1975-11-01,GS5,7.8,5y,5-Year Treasury Rate
1975-12-01,GS5,7.76,5y,5-Year Treasury Rate
1976-01-01,GS5,7.46,5y,5-Year Treasury Rate
1976-02-01,GS5,7.45,5y,5-Year Treasury Rate
1976-03-01,GS5,7.49,5y,5-Year Treasury Rate
1976-04-01,GS5,7.25,5y,5-Year Treasury Rate
1976-05-01,GS5,7.59,5y,5-Year Treasury Rate
1976-06-01,GS5,7.61,5y,5-Year Treasury Rate
1976-07-01,GS5,7.49,5y,5-Year Treasury Rate
1976-08-01,GS5,7.31,5y,5-Year Treasury Rate
1976-09-01,GS5,7.13,5y,5-Year Treasury Rate
1976-10-01,GS5,6.75,5y,5-Year Treasury Rate
1976-11-01,GS5,6.52,5y,5-Year Treasury Rate
1976-12-01,GS5,6.1,5y,5-Year Treasury Rate
1977-01-01,GS5,6.58,5y,5-Year Treasury Rate
1977-02-01,GS5,6.83,5y,5-Year Treasury Rate
1977-03-01,GS5,6.93,5y,5-Year Treasury Rate
1977-04-01,GS5,6.79,5y,5-Year Treasury Rate
1977-05-01,GS5,6.94,5y,5-Year Treasury Rate
1977-06-01,GS5,6.76,5y,5-Year Treasury Rate
1977-07-01,GS5,6.84,5y,5-Year Treasury Rate
1977-08-01,GS5,7.03,5y,5-Year Treasury Rate
1977-09-01,GS5,7.04,5y,5-Year Treasury Rate
1977-10-01,GS5,7.32,5y,5-Year Treasury Rate
1977-11-01,GS5,7.34,5y,5-Year Treasury Rate
1977-12-01,GS5,7.48,5y,5-Year Treasury Rate
1978-01-01,GS5,7.77,5y,5-Year Treasury Rate
1978-02-01,GS5,7.83,5y,5-Year Treasury Rate
1978-03-01,GS5,7.86,5y,5-Year Treasury Rate
1978-04-01,GS5,7.98,5y,5-Year Treasury Rate
1978-05-01,GS5,8.18,5y,5-Year Treasury Rate
1978-06-01,GS5,8.36,5y,5-Year Treasury Rate
1978-07-01,GS5,8.54,5y,5-Year Treasury Rate
1978-08-01,GS5,8.33,5y,5-Year Treasury Rate
1978-09-01,GS5,8.43,5y,5-Year Treasury Rate
1978-10-01,GS5,8.61,5y,5-Year Treasury Rate
1978-11-01,GS5,8.84,5y,5-Year Treasury Rate
1978-12-01,GS5,9.08,5y,5-Year Treasury Rate
1979-01-01,GS5,9.2,5y,5-Year Treasury Rate
1979-02-01,GS5,9.13,5y,5-Year Treasury Rate
1979-03-01,GS5,9.2,5y,5-Year Treasury Rate
1979-04-01,GS5,9.25,5y,5-Year Treasury Rate
1979-05-01,GS5,9.24,5y,5-Year Treasury Rate
1979-06-01,GS5,8.85,5y,5-Year Treasury Rate
1979-07-01,GS5,8.9,5y,5-Year Treasury Rate
1979-08-01,GS5,9.06,5y,5-Year Treasury Rate
1979-09-01,GS5,9.41,5y,5-Year Treasury Rate
1979-10-01,GS5,10.63,5y,5-Year Treasury Rate
1979-11-01,GS5,10.93,5y,5-Year Treasury Rate
1979-12-01,GS5,10.42,5y,5-Year Treasury Rate
1980-01-01,GS5,10.74,5y,5-Year Treasury Rate
1980-02-01,GS5,12.6,5y,5-Year Treasury Rate
1980-03-01,GS5,13.47,5y,5-Year Treasury Rate
1980-04-01,GS5,11.84,5y,5-Year Treasury Rate
1980-05-01,GS5,9.95,5y,5-Year Treasury Rate
1980-06-01,GS5,9.21,5y,5-Year Treasury Rate
1980-07-01,GS5,9.53,5y,5-Year Treasury Rate
1980-08-01,GS5,10.84,5y,5-Year Treasury Rate
1980-09-01,GS5,11.62,5y,5-Year Treasury Rate
1980-10-01,GS5,11.86,5y,5-Year Treasury Rate
1980-11-01,GS5,12.83,5y,5-Year Treasury Rate
1980-12-01,GS5,13.25,5y,5-Year Treasury Rate
1981-01-01,GS5,12.77,5y,5-Year Treasury Rate
1981-02-01,GS5,13.41,5y,5-Year Treasury Rate
1981-03-01,GS5,13.41,5y,5-Year Treasury Rate
1981-04-01,GS5,13.99,5y,5-Year Treasury Rate
1981-05-01,GS5,14.63,5y,5-Year Treasury Rate
1981-06-01,GS5,13.95,5y,5-Year Treasury Rate
1981-07-01,GS5,14.79,5y,5-Year Treasury Rate
1981-08-01,GS5,15.56,5y,5-Year Treasury Rate
1981-09-01,GS5,15.93,5y,5-Year Treasury Rate
1981-10-01,GS5,15.41,5y,5-Year Treasury Rate
1981-11-01,GS5,13.38,5y,5-Year Treasury Rate
1981-12-01,GS5,13.6,5y,5-Year Treasury Rate
1982-01-01,GS5,14.65,5y,5-Year Treasury Rate
1982-02-01,GS5,14.54,5y,5-Year Treasury Rate
1982-03-01,GS5,13.98,5y,5-Year Treasury Rate
1982-04-01,GS5,14,5y,5-Year Treasury Rate
1982-05-01,GS5,13.75,5y,5-Year Treasury Rate
1982-06-01,GS5,14.43,5y,5-Year Treasury Rate
1982-07-01,GS5,14.07,5y,5-Year Treasury Rate
1982-08-01,GS5,13,5y,5-Year Treasury Rate
1982-09-01,GS5,12.25,5y,5-Year Treasury Rate
1982-10-01,GS5,10.8,5y,5-Year Treasury Rate
1982-11-01,GS5,10.38,5y,5-Year Treasury Rate
1982-12-01,GS5,10.22,5y,5-Year Treasury Rate
1983-01-01,GS5,10.03,5y,5-Year Treasury Rate
1983-02-01,GS5,10.26,5y,5-Year Treasury Rate
1983-03-01,GS5,10.08,5y,5-Year Treasury Rate
1983-04-01,GS5,10.02,5y,5-Year Treasury Rate
1983-05-01,GS5,10.03,5y,5-Year Treasury Rate
1983-06-01,GS5,10.63,5y,5-Year Treasury Rate
1983-07-01,GS5,11.21,5y,5-Year Treasury Rate
1983-08-01,GS5,11.63,5y,5-Year Treasury Rate
1983-09-01,GS5,11.43,5y,5-Year Treasury Rate
1983-10-01,GS5,11.28,5y,5-Year Treasury Rate
1983-11-01,GS5,11.41,5y,5-Year Treasury Rate
1983-12-01,GS5,11.54,5y,5-Year Treasury Rate
1984-01-01,GS5,11.37,5y,5-Year Treasury Rate
1984-02-01,GS5,11.54,5y,5-Year Treasury Rate
1984-03-01,GS5,12.02,5y,5-Year Treasury Rate
1984-04-01,GS5,12.37,5y,5-Year Treasury Rate
1984-05-01,GS5,13.17,5y,5-Year Treasury Rate
1984-06-01,GS5,13.48,5y,5-Year Treasury Rate
1984-07-01,GS5,13.27,5y,5-Year Treasury Rate
1984-08-01,GS5,12.68,5y,5-Year Treasury Rate
1984-09-01,GS5,12.53,5y,5-Year Treasury Rate
1984-10-01,GS5,12.06,5y,5-Year Treasury Rate
1984-11-01,GS5,11.33,5y,5-Year Treasury Rate
1984-12-01,GS5,11.07,5y,5-Year Treasury Rate
1985-01-01,GS5,10.93,5y,5-Year Treasury Rate
1985-02-01,GS5,11.13,5y,5-Year Treasury Rate
1985-03-01,GS5,11.52,5y,5-Year Treasury Rate
1985-04-01,GS5,11.01,5y,5-Year Treasury Rate
1985-05-01,GS5,10.34,5y,5-Year Treasury Rate
1985-06-01,GS5,9.6,5y,5-Year Treasury Rate
1985-07-01,GS5,9.7,5y,5-Year Treasury Rate
1985-08-01,GS5,9.81,5y,5-Year Treasury Rate
1985-09-01,GS5,9.81,5y,5-Year Treasury Rate
1985-10-01,GS5,9.69,5y,5-Year Treasury Rate
1985-11-01,GS5,9.28,5y,5-Year Treasury Rate
1985-12-01,GS5,8.73,5y,5-Year Treasury Rate
1986-01-01,GS5,8.68,5y,5-Year Treasury Rate
1986-02-01,GS5,8.34,5y,5-Year Treasury Rate
1986-03-01,GS5,7.46,5y,5-Year Treasury Rate
1986-04-01,GS5,7.05,5y,5-Year Treasury Rate
1986-05-01,GS5,7.52,5y,5-Year Treasury Rate
1986-06-01,GS5,7.64,5y,5-Year Treasury Rate
1986-07-01,GS5,7.06,5y,5-Year Treasury Rate
1986-08-01,GS5,6.8,5y,5-Year Treasury Rate
1986-09-01,GS5,6.92,5y,5-Year Treasury Rate
1986-10-01,GS5,6.83,5y,5-Year Treasury Rate
1986-11-01,GS5,6.76,5y,5-Year Treasury Rate
1986-12-01,GS5,6.67,5y,5-Year Treasury Rate
1987-01-01,GS5,6.64,5y,5-Year Treasury Rate
1987-02-01,GS5,6.79,5y,5-Year Treasury Rate
1987-03-01,GS5,6.79,5y,5-Year Treasury Rate
1987-04-01,GS5,7.57,5y,5-Year Treasury Rate
1987-05-01,GS5,8.26,5y,5-Year Treasury Rate
1987-06-01,GS5,8.02,5y,5-Year Treasury Rate
1987-07-01,GS5,8.01,5y,5-Year Treasury Rate
1987-08-01,GS5,8.32,5y,5-Year Treasury Rate
1987-09-01,GS5,8.94,5y,5-Year Treasury Rate
1987-10-01,GS5,9.08,5y,5-Year Treasury Rate
1987-11-01,GS5,8.35,5y,5-Year Treasury Rate
1987-12-01,GS5,8.45,5y,5-Year Treasury Rate
1988-01-01,GS5,8.18,5y,5-Year Treasury Rate
1988-02-01,GS5,7.71,5y,5-Year Treasury Rate
1988-03-01,GS5,7.83,5y,5-Year Treasury Rate
1988-04-01,GS5,8.19,5y,5-Year Treasury Rate
1988-05-01,GS5,8.58,5y,5-Year Treasury Rate
1988-06-01,GS5,8.49,5y,5-Year Treasury Rate
1988-07-01,GS5,8.66,5y,5-Year Treasury Rate
1988-08-01,GS5,8.94,5y,5-Year Treasury Rate
1988-09-01,GS5,8.69,5y,5-Year Treasury Rate
1988-10-01,GS5,8.51,5y,5-Year Treasury Rate
1988-11-01,GS5,8.79,5y,5-Year Treasury Rate
1988-12-01,GS5,9.09,5y,5-Year Treasury Rate
1989-01-01,GS5,9.15,5y,5-Year Treasury Rate
1989-02-01,GS5,9.27,5y,5-Year Treasury Rate
1989-03-01,GS5,9.51,5y,5-Year Treasury Rate
1989-04-01,GS5,9.3,5y,5-Year Treasury Rate
1989-05-01,GS5,8.91,5y,5-Year Treasury Rate
1989-06-01,GS5,8.29,5y,5-Year Treasury Rate
1989-07-01,GS5,7.83,5y,5-Year Treasury Rate
1989-08-01,GS5,8.09,5y,5-Year Treasury Rate
1989-09-01,GS5,8.17,5y,5-Year Treasury Rate
1989-10-01,GS5,7.97,5y,5-Year Treasury Rate
1989-11-01,GS5,7.81,5y,5-Year Treasury Rate
1989-12-01,GS5,7.75,5y,5-Year Treasury Rate
1990-01-01,GS5,8.12,5y,5-Year Treasury Rate
1990-02-01,GS5,8.42,5y,5-Year Treasury Rate
1990-03-01,GS5,8.6,5y,5-Year Treasury Rate
1990-04-01,GS5,8.77,5y,5-Year Treasury Rate
1990-05-01,GS5,8.74,5y,5-Year Treasury Rate
1990-06-01,GS5,8.43,5y,5-Year Treasury Rate
1990-07-01,GS5,8.33,5y,5-Year Treasury Rate
1990-08-01,GS5,8.44,5y,5-Year Treasury Rate
1990-09-01,GS5,8.51,5y,5-Year Treasury Rate
1990-10-01,GS5,8.33,5y,5-Year Treasury Rate
1990-11-01,GS5,8.02,5y,5-Year Treasury Rate
1990-12-01,GS5,7.73,5y,5-Year Treasury Rate
1991-01-01,GS5,7.7,5y,5-Year Treasury Rate
1991-02-01,GS5,7.47,5y,5-Year Treasury Rate
1991-03-01,GS5,7.77,5y,5-Year Treasury Rate
1991-04-01,GS5,7.7,5y,5-Year Treasury Rate
1991-05-01,GS5,7.7,5y,5-Year Treasury Rate
1991-06-01,GS5,7.94,5y,5-Year Treasury Rate
1991-07-01,GS5,7.91,5y,5-Year Treasury Rate
1991-08-01,GS5,7.43,5y,5-Year Treasury Rate
1991-09-01,GS5,7.14,5y,5-Year Treasury Rate
1991-10-01,GS5,6.87,5y,5-Year Treasury Rate
1991-11-01,GS5,6.62,5y,5-Year Treasury Rate
1991-12-01,GS5,6.19,5y,5-Year Treasury Rate
1992-01-01,GS5,6.24,5y,5-Year Treasury Rate
1992-02-01,GS5,6.58,5y,5-Year Treasury Rate
1992-03-01,GS5,6.95,5y,5-Year Treasury Rate
1992-04-01,GS5,6.78,5y,5-Year Treasury Rate
1992-05-01,GS5,6.69,5y,5-Year Treasury Rate
1992-06-01,GS5,6.48,5y,5-Year Treasury Rate
1992-07-01,GS5,5.84,5y,5-Year Treasury Rate
1992-08-01,GS5,5.6,5y,5-Year Treasury Rate
1992-09-01,GS5,5.38,5y,5-Year Treasury Rate
1992-10-01,GS5,5.6,5y,5-Year Treasury Rate
1992-11-01,GS5,6.04,5y,5-Year Treasury Rate
1992-12-01,GS5,6.08,5y,5-Year Treasury Rate
1993-01-01,GS5,5.83,5y,5-Year Treasury Rate
1993-02-01,GS5,5.43,5y,5-Year Treasury Rate
1993-03-01,GS5,5.19,5y,5-Year Treasury Rate
1993-04-01,GS5,5.13,5y,5-Year Treasury Rate
1993-05-01,GS5,5.2,5y,5-Year Treasury Rate
1993-06-01,GS5,5.22,5y,5-Year Treasury Rate
1993-07-01,GS5,5.09,5y,5-Year Treasury Rate
1993-08-01,GS5,5.03,5y,5-Year Treasury Rate
1993-09-01,GS5,4.73,5y,5-Year Treasury Rate
1993-10-01,GS5,4.71,5y,5-Year Treasury Rate
1993-11-01,GS5,5.06,5y,5-Year Treasury Rate
1993-12-01,GS5,5.15,5y,5-Year Treasury Rate
1994-01-01,GS5,5.09,5y,5-Year Treasury Rate
1994-02-01,GS5,5.4,5y,5-Year Treasury Rate
1994-03-01,GS5,5.94,5y,5-Year Treasury Rate
1994-04-01,GS5,6.52,5y,5-Year Treasury Rate
1994-05-01,GS5,6.78,5y,5-Year Treasury Rate
1994-06-01,GS5,6.7,5y,5-Year Treasury Rate
1994-07-01,GS5,6.91,5y,5-Year Treasury Rate
1994-08-01,GS5,6.88,5y,5-Year Treasury Rate
1994-09-01,GS5,7.08,5y,5-Year Treasury Rate
1994-10-01,GS5,7.4,5y,5-Year Treasury Rate
1994-11-01,GS5,7.72,5y,5-Year Treasury Rate
1994-12-01,GS5,7.78,5y,5-Year Treasury Rate
1995-01-01,GS5,7.76,5y,5-Year Treasury Rate
1995-02-01,GS5,7.37,5y,5-Year Treasury Rate
1995-03-01,GS5,7.05,5y,5-Year Treasury Rate
1995-04-01,GS5,6.86,5y,5-Year Treasury Rate
1995-05-01,GS5,6.41,5y,5-Year Treasury Rate
1995-06-01,GS5,5.93,5y,5-Year Treasury Rate
1995-07-01,GS5,6.01,5y,5-Year Treasury Rate
1995-08-01,GS5,6.24,5y,5-Year Treasury Rate
1995-09-01,GS5,6,5y,5-Year Treasury Rate
1995-10-01,GS5,5.86,5y,5-Year Treasury Rate
1995-11-01,GS5,5.69,5y,5-Year Treasury Rate
1995-12-01,GS5,5.51,5y,5-Year Treasury Rate
1996-01-01,GS5,5.36,5y,5-Year Treasury Rate
1996-02-01,GS5,5.38,5y,5-Year Treasury Rate
1996-03-01,GS5,5.97,5y,5-Year Treasury Rate
1996-04-01,GS5,6.3,5y,5-Year Treasury Rate
1996-05-01,GS5,6.48,5y,5-Year Treasury Rate
1996-06-01,GS5,6.69,5y,5-Year Treasury Rate
1996-07-01,GS5,6.64,5y,5-Year Treasury Rate
1996-08-01,GS5,6.39,5y,5-Year Treasury Rate
1996-09-01,GS5,6.6,5y,5-Year Treasury Rate
1996-10-01,GS5,6.27,5y,5-Year Treasury Rate
1996-11-01,GS5,5.97,5y,5-Year Treasury Rate
1996-12-01,GS5,6.07,5y,5-Year Treasury Rate
1997-01-01,GS5,6.33,5y,5-Year Treasury Rate
1997-02-01,GS5,6.2,5y,5-Year Treasury Rate
1997-03-01,GS5,6.54,5y,5-Year Treasury Rate
1997-04-01,GS5,6.76,5y,5-Year Treasury Rate
1997-05-01,GS5,6.57,5y,5-Year Treasury Rate
1997-06-01,GS5,6.38,5y,5-Year Treasury Rate
1997-07-01,GS5,6.12,5y,5-Year Treasury Rate
1997-08-01,GS5,6.16,5y,5-Year Treasury Rate
1997-09-01,GS5,6.11,5y,5-Year Treasury Rate
1997-10-01,GS5,5.93,5y,5-Year Treasury Rate
1997-11-01,GS5,5.8,5y,5-Year Treasury Rate
1997-12-01,GS5,5.77,5y,5-Year Treasury Rate
1998-01-01,GS5,5.42,5y,5-Year Treasury Rate
1998-02-01,GS5,5.49,5y,5-Year Treasury Rate
1998-03-01,GS5,5.61,5y,5-Year Treasury Rate
1998-04-01,GS5,5.61,5y,5-Year Treasury Rate
1998-05-01,GS5,5.63,5y,5-Year Treasury Rate
1998-06-01,GS5,5.52,5y,5-Year Treasury Rate
1998-07-01,GS5,5.46,5y,5-Year Treasury Rate
1998-08-01,GS5,5.27,5y,5-Year Treasury Rate
